question_id,option_text,position
42,多発性筋炎,4
42,溶血性貧血,5
43,葉 酸,1
43,ビタミンB6,2
43,ビタミンB12,3
43,ビタミンC,4
43,ビタミンK,5
44,ALP,1
44,AMY,2
44,AST,3
44,LD,4
44,7-GT,5
45,NILM,1
45,LSIL,2
45,HSIL,3
45,Squamous cell carcinoma,4
45,Adenocarcinoma,5
46,人体の正常な構造を明らかにすること。,1
46,犯罪との関係が疑われる死体を調べること。,2
46,災害で亡くなった人の死因を明らかにすること。,3
46,生前に行われた治療の効果を明らかにすること。,4
46,病気で亡くなった人の死因を明らかにすること。,5
47,ホルマリン固定不足,1
47,パラフィン浸透不足,2
47,薄切の面出し不足,3
47,切片の伸展不足,4
47,染色時の切片剝離,5
48,Nile blue染色,1
48,Berlin blue染色,2
48,Alcian blue染色,3
48,Victoria blue染色,4
48,toluidine blue染色,5
49,カルシトニン,1
49,パラトルモン,2
49,ソマトスタチン,3
49,サイログロブリン,4
49,甲状腺刺激ホルモン,5
50,心 筋,1
50,舌 筋,2
50,横隔膜,3
50,表情筋,4
50,子宮筋層,5
51,喫 煙,1
51,悪性腫瘍,2
51,心房細動,3
51,脂質異常症,4
51,ビタミンK欠乏,5
52,腺 癌,1
52,小細胞癌,2
52,大細胞癌,3
52,扁平上皮癌,4
52,悪性中皮腫,5
53,3％塩酸水溶液,1
53,5％硝酸水溶液,2
53,5％トリクロロ酢酸水溶液,3
53,エチレンジアミン四酢酸〈EDTA〉液,4
53,プランク・リクロ〈Plank-Rychlo〉液,5
54,尿,1
54,胸 水,2
54,膵 液,3
54,髄 液,4
54,胆 汁,5
55,好中球浸潤,1
55,リンパ球浸潤,2
55,血漿成分の滲出,3
55,組織構築の改変,4
55,線維芽細胞の増殖,5
56,大動脈,1
56,肺動脈,2
56,臍帯動脈,3
56,気管支動脈,4
56,総腸骨動脈,5
57,塩 酸,1
57,酢 酸,2
57,硫 酸,3
57,アンモニア,4
57,炭酸リチウム,5
58,肺,1
58,気 管,2
58,胸 腺,3
58,食 道,4
58,心 臓,5
59,Bリンパ球は胸腺で成熟する。,1
59,髄外造血は胎生期に認められる。,2
59,免疫グロブリンは肝臓で合成される。,3
59,エリスロポエチンは骨髄で産生される。,4
59,トロンボポエチンは脾臓で産生される。,5
60,正常赤芽球はPAS染色で陰性となる。,1
60,鉄染色は鉄芽球性貧血の診断に有用である。,2
60,May-Giemsa染色は細胞形態の観察に適する。,3
60,成熟好中球はペルオキシダーゼ染色で陽性となる。,4
60,特異的エステラーゼ染色はフッ化ナトリウムで阻害される。,5
61,関節リウマチ,1
61,真性赤血球増加症,2
61,ネフローゼ症候群,3
61,原発性マクログロブリン血症,4
61,先天性無フィブリノゲン血症,5
62,寒冷凝集素　-----　赤血球数偽低値,1
62,巨大血小板　-----　血小板数偽高値,2
62,破砕赤血球　-----　血小板数偽低値,3
62,有核赤血球　-----　白血球数偽低値,4
62,クリオグロブリン　-----　白血球数偽高値,5
63,大型細胞は引き終わりに分布しやすい。,1
63,塗抹後は速やかに温風で十分に乾燥させる。,2
63,塗抹の厚さは引きガラスの角度に影響される。,3
63,塗抹スピードが速いと塗抹面の長さは短くなる。,4
63,血球形態への影響を避けるため採血後速やかに作製する。,5
64,急性単球性白血病,1
64,急性リンパ性白血病,2
64,成人T細胞白血病,3
64,慢性骨髄単球性白血病,4
64,慢性リンパ性白血病,5
65,核小体を認める。,1
65,N/C比が小さい。,2
65,二次顆粒を認める。,3
65,細胞質は好塩基性が強い。,4
65,核クロマチン構造が粗剛である。,5
66,急性炎症で上昇する。,1
66,血中で最も高濃度な蛋白質である。,2
66,トロンビン時間法により測定される。,3
66,3種類のペプチド鎖が3量体になった構造である。,4
66,プラスミンで分解されるとDダイマーが遊離する。,5
67,ヘムには3価の鉄原子が含まれる。,1
67,鉄は血漿中でトランスフェリンに結合している。,2
67,赤血球におけるATP供給はクエン酸回路による。,3
67,ヘモグロビンの酸素飽和性はpHが上昇すると減少する。,4
67,健常成人のヘモグロビンの約50％をヘモグロビンA2が占める。,5
68,Bacillus cereus,1
68,Escherichia coli,2
68,Mycobacterium tuberculosis,3
68,Staphylococcus aureus,4
68,Vibrio parahaemolyticus,5
69,アミカシン,1
69,イソニアジド,2
69,リファンピシン,3
69,レボフロキサシン,4
69,ストレプトマイシン,5
70,Aeromonas hydrophila,1
70,Campylobacter jejuni,2
70,Helicobacter pylori,3
70,Vibrio parahaemolyticus,4
70,Yersinia enterocolitica,5
71,メチシリン耐性黄色ブドウ球菌〈MRSA〉,1
71,バンコマイシン耐性腸球菌〈VRE〉,2
71,多剤耐性緑膿菌〈MDRP〉,3
71,多剤耐性アシネトバクター〈MDRA〉,4
71,基質拡張型β-ラクタマーゼ〈ESBL〉産生大腸菌,5
72,Chlamydia trachomatis,1
72,Cryptococcus neoformans,2
72,Nocardia asteroides,3
72,Pneumocystis jirovecii,4
72,Treponema pallidum,5
73,Bordet-Gengou培地　-----　選択分離,1
73,Cary-Blair培地　-----　性状確認,2
73,KingA培地　-----　検体輸送,3
73,LIM培地　-----　選択増菌,4
73,Mueller-Hinton寒天培地　-----　薬剤感受性検査,5
74,無菌操作の前,1
74,患者に触れる前,2
74,患者に触れた後,3
74,患者周辺の物品に触れる前,4
74,体液に曝露された可能性のある場合,5
75,Clostridium tetani　-----　神経毒素,1
75,Enterohemorrhagic Escherichia coli〈EHEC〉　-----　ベロ毒素,2
75,Staphylococcus aureus　-----　エンテロトキシン,3
75,Streptococcus pyogenes　------　毒素性ショック症候群毒素,4
75,Vibrio parahaemolyticus　-----　耐熱性溶血毒,5
76,Giménez染色,1
76,Hiss法,2
76,Leifson法,3
76,Neisser法,4
76,Wirtz法,5
77,アンピシリン,1
77,イミペネム,2
77,エリスロマイシン,3
77,ゲンタマイシン,4
77,セファゾリン,5
78,コクサッキーウイルス　-----　尿道炎,1
78,サイトメガロウイルス　-----　手足口病,2
78,デングウイルス　-----　肺 炎,3
78,ヒトパルボウイルス　-----　伝染性紅斑,4
78,ヒトRSウイルス　----　脳 炎,5
79,第9染色体短腕上に存在する。,1
79,ヘルパーT細胞はクラスⅠ分子と反応する。,2
79,CD4分子の結合部位はβ2ドメインに存在する。,3
79,クラスⅠ分子の発現は抗原提示細胞に限局される。,4
79,β2 -ミクログロブリン遺伝子は多型性に富んでいる。,5
80,CD3陽性細胞,1
80,CD4陽性細胞,2
80,CD8陽性細胞,3
80,CD19陽性細胞,4
80,CD56陽性細胞,5
81,HBs抗体,1
81,HCV抗体,2
81,HTLV-1抗体,3
81,マイコプラズマ抗体,4
81,Donath-Landsteiner抗体,5
82,CREST症候群,1
82,Sjögren症候群,2
82,薬剤誘発性ループス,3
82,混合性結合組織病〈MCTD〉,4
82,全身性エリテマトーデス〈SLE〉,5
83,重症筋無力症,1
83,慢性甲状腺炎,2
83,Goodpasture症候群,3
83,原発性胆汁性胆管炎,4
83,特発性血小板減少性紫斑病,5
84,塩 析,1
84,ゲル濾過,2
84,イオン交換クロマトグラフィ,3
84,塩化セシウム密度勾配遠心分離法,4
84,アフィニティカラムクロマトグラフィ,5
85,抗c、抗Jkb、抗Fyb、抗Dib,1
85,抗C、抗Jka、抗Fya、抗Dia,2
85,抗C、抗Jkb、抗Fyb、抗Dia,3
85,抗D、抗Jka、抗Fya、抗Dia,4
85,抗E、抗Jkb、抗Fya、抗Dia,5
86,赤血球製剤　-----　A型RhD陽性,1
86,赤血球製剤　-----　O型RhD陽性,2
86,赤血球製剤　-----　AB型RhD陽性,3
86,血漿製剤　-----　B型RhD陰性,4
86,血漿製剤　-----　O型RhD陰性,5
87,検査室気圧,1
87,検査室室温,2
87,検査室湿度,3
87,恒温槽の温度,4
87,判定用遠心機の回転数,5
88,ABO血液型はLandsteinerの法則に従う。,1
88,ABO遺伝子は第9染色体長腕に存在する。,2
88,新生児や乳児のABO血液型抗原量は少ない。,3
88,抗Aおよび抗B抗体の産生は胎児期に始まる。,4
88,獲得性BはA抗原が後天的に変化したものである。,5
89,インターロイキン2,1
89,インターロイキン4,2
89,インターロイキン10,3
89,インターロイキン12,4
89,インターフェロン7,5
90,米,1
90,卵,2
90,小 麦,3
90,さ ば,4
90,大 豆,5
91,応急入院,1
91,措置入院,2
91,任意入院,3
91,医療保護入院,4
91,緊急措置入院,5
92,医療計画の策定,1
92,乳幼児健康診査,2
92,障害者手帳の交付,3
92,医療機関への立入検査,4
92,食中毒発生時の原因調査,5
93,禁煙治療,1
93,人工透析,2
93,帝王切開,3
93,訪問看護,4
93,予防接種,5
94,ヒ 素,1
94,フッ素,2
94,大腸菌,3
94,アルキル水銀,4
94,シアン化合物,5
95,25,1
95,50,2
95,100,3
95,200,4
95,400,5
96,クラスⅠ機器の追加保護手段は補強絶縁である。,1
96,クラスⅠ機器とはB型装着部を持つ機器のことである。,2
96,クラスⅡ機器には保護接地線が必要である。,3
96,クラスⅡ機器は2Pプラグで使用することができる。,4
96,内部電源機器は外部電源と接続できない。,5
97,CSV,1
97,FLV,2
97,JPEG,3
97,MP3,4
97,TIFF,5
98,DICOM,1
98,HL7,2
98,ICD11,3
98,JLAC10/11,4
98,PACS,5
99,空 気： 350,1
99,脂 肪： 900,2
99,"水： 1,480",3
99,"血 液：1,570",4
99,"頭蓋骨：4,080",5
100,サーミスタ,1
100,ストレインゲージ,2
100,熱電対,3
100,フォトダイオード,4
100,ホール素子,5
101,尿酸,1
101,シスチン,2
101,ビリルビン,3
101,リン酸カルシウム,4
101,シュウ酸カルシウム,5
102,圧,1
102,糖,2
102,蛋白,3
102,クロール,4
102,アデノシンデアミナーゼ,5
103,熱変性は60℃前後で行う。,1
103,2種類のプライマーを用いる。,2
103,増幅反応は50サイクル前後で行う。,3
103,伸長反応は3ʼ或5ʼ方向に相補鎖を合成する。,4
103,定量PCR法では標的DNA量が多いほどCt値が大きい。,5
104,13トリソミー,1
104,18トリソミー,2
104,21トリソミー,3
104,"45,X",4
104,"47,XXY",5
105,小形条虫,1
105,無鉤条虫,2
105,有鉤条虫,3
105,日本海裂頭条虫,4
105,クジラ複殖門条虫〈大複殖門条虫〉,5
106,日本脳炎,1
106,発疹チフス,2
106,ツツガムシ病,3
106,デング出血熱,4
106,重症熱性血小板減少症候群〈SFTS〉,5
107,無色透明,1
107,比重 1.010,2
107,細胞数 50/pL,3
107,LD 比（胸水/血清）0.8,4
107,蛋白比（胸水/血清）0.2,5
108,AUG,1
108,CUG,2
108,GUC,3
108,UAC,4
108,UAG,5
109,潜 血,1
109,蛋 白,2
109,亜硝酸塩,3
109,ブドウ糖,4
109,ビリルビン,5
110,APC,1
110,BRCA1,2
110,MYC,3
110,RB1,4
110,TP53,5
111,Behcet病,1
111,全身性強皮症,2
111,結節性多発動脈炎,3
111,顕微鏡的多発血管炎,4
111,多発性筋炎・皮膚筋炎,5
112,HCO3–,1
112,PaCO2,2
112,動脈血pH,3
112,血清カリウム,4
112,血清ナトリウム,5
113,カテコールアミン,1
113,成長ホルモン〈GH〉,2
113,副甲状腺ホルモン〈PTH〉,3
113,卵胞刺激ホルモン〈FSH〉,4
113,副腎皮質刺激ホルモン〈ACTH〉,5
114,中耳炎,1
114,耳垢塞栓,2
114,聴神経腫瘍,3
114,突発性難聴,4
114,メニエール〈Ménière〉病,5
115,Alzheimer病,1
115,重症筋無力症,2
115,Creutzfeldt-Jakob病,3
115,進行性多巣性白質脳症,4
115,筋萎縮性側索硬化症〈ALS〉,5
116,下壁,1
116,後壁,2
116,側壁,3
116,心尖部,4
116,前壁中隔,5
117,右脚ブロック,1
117,左脚ブロック,2
117,前壁中隔梗塞,3
117,房室ブロック,4
117,心室性期外収縮,5
118,左上腕収縮期血圧,1
118,右上腕収縮期血圧,2
118,左右の上腕収縮期血圧の平均,3
118,左右の上腕収縮期血圧のうち高い方,4
118,左右の上腕収縮期血圧のうち低い方,5
119,体温,1
119,呼吸数,2
119,脈拍数,3
119,動脈血酸素飽和度,4
119,動脈血二酸化炭素分圧,5
120,①,1
120,②,2
120,③,3
120,④,4
120,⑤,5
121,運動　-----　中心後回,1
121,記憶　-----　海馬,2
121,言語　-----　Broca野,3
121,視 覚　-----　鳥距溝,4
121,聴 覚　-----　横側頭回,5
122,三相波,1
122,多棘徐波複合,2
122,3Hz 棘徐波複合,3
122,周期性同期性放電,4
122,ヒプスアリスミア,5
123,Aα線維,1
123,Aγ線維,2
123,Aδ線維,3
123,B線維,4
123,C線維,5
124,γ補正,1
124,ゲイン,2
124,フォーカシング,3
124,ダイナミックレンジ,4
124,STC〈sensitivity time control〉,5
125,拡張型心筋症,1
125,拘束型心筋症,2
125,肥大型心筋症,3
125,高血圧性心疾患,4
125,心アミロイドーシス,5
126,肝囊胞,1
126,肝膿瘍,2
126,肝血管腫,3
126,肝細胞癌,4
126,転移性肝癌,5
127,微小気泡,1
127,テクネチウム,2
127,硫酸バリウム,3
127,ガドリニウム製剤,4
127,超常磁性酸化鉄製剤〈SPIO〉,5
128,動脈瘤,1
128,皮膚潰瘍,2
128,リンパ浮腫,3
128,Raynaud現象,4
128,閉塞性動脈硬化症,5
129,アドレナリン,1
129,アルドステロン,2
129,インスリン,3
129,オキシトシン,4
129,ガストリン,5
130,血清で測定する。,1
130,心室で合成される。,2
130,腎不全で増加する。,3
130,環状構造部分を持つ。,4
130,Na＋再吸収を抑制する。,5
131,還元力がある。,1
131,基準範囲に性差がある。,2
131,尿塩酸は組織に沈着する。,3
131,ヘモグロビンの最終代謝産物である。,4
131,血中の飽和溶解濃度は 7 mg/dL 程度である。,5
132,腸肝循環する。,1
132,尿中に排泄される。,2
132,ジアゾ試薬と直接反応する。,3
132,血中でアルブミンと結合する。,4
132,グロブリンと結合しδビリルビンが生成される。,5
133,グルコースオキシダーゼ,1
133,サルコシンオキシダーゼ,2
133,アシルCoA オキシダーゼ,3
133,グリセロールオキシダーゼ,4
133,アスコルビン酸オキシダーゼ,5
134,EDTA 加血漿では高値となる。,1
134,生理活性があるのはイオン型である。,2
134,アシドーシスではイオン型の割合が増加する。,3
134,血清中ではトランスフェリンと結合している。,4
134,細胞内液に最も多く含まれる陽イオンである。,5
135,ヘム,1
135,ビタミンB12,2
135,アラキドン酸,3
135,クレアチニン,4
135,ヒドロキシ酪酸,5
136,0.5,1
136,1,2
136,2,3
136,3,4
136,5,5
137,血清鉄は朝低い。,1
137,食事による摂取では小腸で吸収される。,2
137,血清ではセルロプラスミンと結合している。,3
137,ヘモグロビンと結合しているのは3価の鉄である。,4
137,鉄欠乏性貧血では不飽和鉄結合能〈UIBC〉が低下する。,5
138,HDL,1
138,IDL,2
138,LDL,3
138,VLDL,4
138,カイロミクロン,5
139,IgM,1
139,アルブミン,2
139,トランスフェリン,3
139,トランスサイレチン,4
139,レチノール結合蛋白,5
140,ムコール症,1
140,溶連菌感染症,2
140,アスペルギルス症,3
140,リケッチア感染症,4
140,新型コロナウイルス感染症,5
141,ICG 試験,1
141,血清ALT,2
141,血中アンモニア,3
141,プロトロンビン時間,4
141,血清コリンエステラーゼ,5
142,成長ホルモン,1
142,バソプレシン,2
142,プロラクチン,3
142,ゴナドトロピン,4
142,甲状腺刺激ホルモン,5
143,検体の色調,1
143,校正のずれ,2
143,第2試薬の着色,3
143,光源ランプの劣化,4
143,第1試薬の分注量不足,5
144,尿酸,1
144,尿素,2
144,アンモニア,3
144,ビリルビン,4
144,クレアチニン,5
145,唾液腺,1
145,咽頭,2
145,食道,3
145,膵臓,4
145,胆囊,5
146,ASC-US,1
146,HSIL,2
146,LSIL,3
146,NILM,4
146,SCC,5
147,orcein染色,1
147,PTAH染色,2
147,Bodian染色,3
147,oil red O染色,4
147,Ziehl-Neelsen染色,5
148,ゴルジ体,1
148,粗面小胞体,2
148,滑面小胞体,3
148,リソソーム,4
148,ミトコンドリア,5
149,脾腫,1
149,食道静脈瘤,2
149,下大静脈のうっ血,3
149,直腸静脈からの出血,4
149,腹壁皮下静脈の怒張,5
150,Kossa反応,1
150,Nissl染色,2
150,Grocott染色,3
150,Grimelius染色,4
150,Berlin blue染色,5
151,核小体が赤染する。,1
151,細胞が大きく見える。,2
151,細胞が剝がれやすい。,3
151,95％エタノールで固定する。,4
151,角化細胞を染め分けられる。,5
152,固定前,1
152,固定後,2
152,脱水後,3
152,脱脂後,4
152,パラフィン包埋後,5
153,FISH法,1
153,DOPA反応,2
153,Feulgen反応,3
153,direct fast scarlet染色,4
153,methyl green-pyronin染色,5
154,髄液,1
154,腹水,2
154,気管支洗浄液,3
154,子宮頸部擦過検体,4
154,生検スタンプ検体,5
155,右心房,1
155,左心房,2
155,三尖弁,3
155,大動脈弁,4
155,肺動脈弁,5
156,血液の採取,1
156,臓器の取り出し,2
156,開頭,3
156,縫合,4
156,遺族への説明,5
157,PAM染色,1
157,Grocott染色,2
157,渡辺の鍍銀法,3
157,Grimelius染色,4
157,Masson-Fontana染色,5
158,肺癌　-----　エストロゲン受容体〈ER〉,1
158,乳癌　-----　CD117（c-kit）,2
158,消化管間質腫瘍　-----　PSA,3
158,大腸癌　-----　CEA,4
158,B細胞リンパ腫　-----　AFP,5
159,血友病A,1
159,重度肝障害,2
159,第Ⅴ因子欠乏症,3
159,ビタミンK欠乏症,4
159,抗リン脂質抗体症候群,5
160,フェリチン,1
160,ビタミンB12,2
160,ハプトグロビン,3
160,エリスロポエチン,4
160,セルロプラスミン,5
161,遺伝性疾患である。,1
161,赤血球は高酸素状態で変形する。,2
161,マラリア感染に対して耐性がある。,3
161,変形した赤血球は柔軟性が低下する。,4
161,赤血球にヘモグロビンSが含まれる。,5
162,単球,1
162,好酸球,2
162,好中球,3
162,赤血球,4
162,リンパ球,5
163,t(8；21)(q22；q22)　-----　CBFB-MYH11,1
163,t(9；11)(p21.3；q23.3)　-----　PML-RARA,2
163,t(9；22)(q34；q11.2)　-----　BCR-ABL1,3
163,t(15；17)(q22；q12)　-----　KMT2A-MLLT3〈MLL-AF9〉,4
163,inv(16)(p13.1q22)　-----　RUNX1-RUNX1T1,5
164,癌の骨髄転移,1
164,多発性骨髄腫,2
164,巨赤芽球性貧血,3
164,再生不良性貧血,4
164,骨髄異形成症候群,5
165,骨肉腫,1
165,骨髄線維症,2
165,多発性骨髄腫,3
165,大顆粒リンパ球性白血病,4
165,原発性マクログロブリン血症,5
166,血小板無力症,1
166,von Willebrand病,2
166,Bernard-Soulier症候群,3
166,Wiskott-Aldrich症候群,4
166,Schönlein-Henoch紫斑病,5
167,腎性貧血,1
167,サラセミア,2
167,鉄欠乏性貧血,3
167,再生不良性貧血,4
167,遺伝性球状赤血球症,5
168,0.5,1
168,1,2
168,4,3
168,8,4
168,＞8,5
169,Candida albicans,1
169,Escherichia coli,2
169,Neisseria gonorrhoeae,3
169,Pseudomonas aeruginosa,4
169,Streptococcus agalactiae,5
170,Aeromonas hydrophila,1
170,Burkholderia cepacia,2
170,Pseudomonas aeruginosa,3
170,Stenotrophomonas maltophilia,4
170,Yersinia pestis,5
171,乳糖を分解する。,1
171,インドールテストが陰性である。,2
171,リジン脱炭酸試験が陽性である。,3
171,オキシダーゼテストが陽性である。,4
171,TSI寒天培地でブドウ糖からのガスを産生する。,5
172,Acinetobacter baumannii,1
172,Klebsiella pneumoniae,2
172,Mycoplasma pneumoniae,3
172,Pseudomonas aeruginosa,4
172,Streptococcus pneumoniae,5
173,Aspergillus fumigatusは大分生子を形成する。,1
173,Candida glabrataは仮性菌糸を形成する。,2
173,Cryptococcus neoformansは厚膜胞子を形成する。,3
173,Exophiala dermatitidisは黒色コロニーを形成する。,4
173,Mucor属は菌糸に隔壁を形成する。,5
174,結核を疑う患者の喀痰抗酸菌培養検査,1
174,感染性心内膜炎を疑う患者の血液培養検査,2
174,尿路感染症を疑う患者の尿中レジオネラ抗原検査,3
174,クリプトコックス髄膜炎を疑う患者の髄液中グルクロノキシロマンナン抗原検査,4
174,抗菌薬関連下痢症を疑う患者の糞便中Clostridioides difficile トキシン抗原検査,5
175,アミカシン,1
175,ダプトマイシン,2
175,バンコマイシン,3
175,ミノサイクリン,4
175,シプロフロキサシン,5
176,M. lepraeは小川培地で発育する。,1
176,M. aviumは硝酸塩還元試験陽性である。,2
176,M. marinumの至適発育温度は37℃である。,3
176,M. fortuitumは培養7日目には肉眼的に観察できる。,4
176,M. tuberculosisとM. bovisは市販の結核菌検出用PCR試薬で鑑別できる。,5
177,BBE寒天培地　-----　Neisseria meningitidis,1
177,CCFA寒天培地　-----　Bacteroides fragilis,2
177,CIN寒天培地　-----　Yersinia enterocolitica,3
177,NAC寒天培地　-----　Pseudomonas aeruginosa,4
177,Thayer-Martin寒天培地　-----　Clostridioides difficile,5
178,B型肝炎ウイルス,1
178,インフルエンザウイルス,2
178,ノロウイルス,3
178,ヒト免疫不全ウイルス,4
178,ヘルペスウイルス,5
179,温度に影響されない。,1
179,非可逆的反応である。,2
179,非特異反応は起こらない。,3
179,地帯現象により偽陽性となる。,4
179,酸性にすると抗体は解離しやすくなる。,5
180,地帯現象は起こらない。,1
180,生物学的偽陽性は起こらない。,2
180,被検血清は不活化しなくてよい。,3
180,梅毒トレポネーマに特異的な抗体を検出する。,4
180,1分間に120回転の速さで5分間水平回転する。,5
181,蛍光標識抗体を使用する。,1
181,細胞質内抗原を測定できる。,2
181,蛍光強度は細胞数を反映する。,3
181,リンパ球表面マーカーを解析できる。,4
181,測定器の光源はレーザー光を使用する。,5
182,B細胞,1
182,T細胞,2
182,好中球,3
182,肥満細胞,4
182,マクロファージ,5
183,IgA1,1
183,IgA2,2
183,IgD,3
183,IgG2,4
