question_id,option_text,position
235,鉄はフェリチンと結合し貯蔵される。,3
235,トランスフェリンは日内変動がある。,4
235,ミオグロビンは8個の鉄分子を含む。,5
236,リジン,1
236,アラニン,2
236,チロシン,3
236,システイン,4
236,イソロイシン,5
237,腎臓に存在する。,1
237,ATPを産生する。,2
237,アンモニアを無毒化する。,3
237,ピルビン酸を必要とする。,4
237,律速酵素はアルギナーゼである。,5
238,二波長法での測定,1
238,終点分析法での測定,2
238,速度分析法での測定,3
238,紫外部吸収法での測定,4
238,2ポイント法での測定,5
239,酵素電極,1
239,ガラス電極,2
239,バリノマイシン電極,3
239,クラウンエーテル電極,4
239,第4級アンモニウム塩電極,5
240,55mg/dL,1
240,97mg/dL,2
240,130mg/dL,3
240,155mg/dL,4
240,180mg/dL,5
241,小胞体,1
241,ゴルジ体,2
241,リボソーム,3
241,ミトコンドリア,4
241,ペルオキシソーム,5
242,ICG試験,1
242,血清ALT値,2
242,血清ビリルビン値,3
242,血中アンモニア値,4
242,プロトロンビン時間,5
243,ガストリン,1
243,セクレチン,2
243,インクレチン,3
243,カルシトニン,4
243,コレシストキニン,5
244,測定pHの変化に影響されない。,1
244,アイソザイム間では差異がない。,2
244,大きいほど酵素と基質の親和性が高い。,3
244,競合阻害物質の存在下では大きくなる。,4
244,最大反応速度〈Vmax〉の半分の速度である。,5
245,脂肪,1
245,メラニン,2
245,アミロイド,3
245,グリコーゲン,4
245,リポフスチン,5
246,固定液,1
246,スクロース,2
246,パラフィン,3
246,水溶性封入剤,4
246,ユング型ミクロトーム,5
247,加熱処理を行う。,1
247,発色反応操作を行う。,2
247,偏光顕微鏡で観察する。,3
247,内因性ペルオキシダーゼをブロックする。,4
247,フルオレセインイソチオシアネート〈FITC〉標識抗体を使用する。,5
248,二重固定,1
248,樹脂包埋,2
248,超薄切,3
248,酢酸ウラン染色,4
248,金属イオン蒸着,5
249,胃,1
249,肝臓,2
249,膵臓,3
249,腎臓,4
249,子宮体部,5
250,精子・卵子を作るために2回の分裂が必要である。,1
250,第一分裂の開始時にDNAを複製する。,2
250,第一分裂では染色体の一部に組換えが生じる。,3
250,1個の卵母細胞から4個の卵子が生じる。,4
250,生じた精子・卵子は23本の染色体を含む。,5
251,細胞膜の破裂を伴う。,1
251,ATPを必要としない。,2
251,クロマチンが濃縮する。,3
251,高度の炎症を惹起する。,4
251,DNAはヌクレオソーム単位で切断される。,5
252,10％中性ホルマリン液,1
252,10％等張ホルマリン液,2
252,10％中性緩衝ホルマリン液,3
252,2％グルタルアルデヒド液,4
252,4％パラホルムアルデヒド液,5
253,関節腔,1
253,胸腔,2
253,心膜腔,3
253,肺胞腔,4
253,鼻腔,5
254,狭心症,1
254,心筋梗塞,2
254,心内膜炎,3
254,肥大型心筋症,4
254,心室中隔欠損症,5
255,菌状息肉腫,1
255,濾胞性リンパ腫,2
255,Burkittリンパ腫,3
255,Hodgkinリンパ腫,4
255,マントル細胞リンパ腫,5
256,PAS反応,1
256,azan染色,2
256,Feulgen反応,3
256,mucicarmine染色,4
256,Masson trichrome染色,5
257,陽圧式空調,1
257,エプロンの着用,2
257,使用器具の滅菌,3
257,入室前の手袋着用,4
257,感染症の既往の確認,5
258,カンジダ,1
258,ガードネレラ菌,2
258,トリコモナス原虫,3
258,単純ヘルペスウイルス,4
258,ヒトパピローマウイルス,5
259,鉄,1
259,鉛,2
259,葉酸,3
259,フェリチン,4
259,エリスロポエチン,5
260,多発性骨髄腫　-----　CD38,1
260,急性骨髄性白血病　-----　CD33,2
260,急性リンパ性白血病　-----　CD10,3
260,慢性リンパ性白血病　-----　CD3,4
260,成人T 細胞白血病リンパ腫　-----　CD25,5
261,肝不全,1
261,後天性血友病A,2
261,ワルファリン服用,3
261,von Willebrand病,4
261,播種性血管内凝固〈DIC〉,5
262,胸腺で成熟する。,1
262,CD13を発現する。,2
262,IL-6が機能を抑制する。,3
262,抗体産生細胞に分化する。,4
262,健常成人の末 血ではTリンパ球よりも少ない。,5
263,セロトニン,1
263,エピネフリン,2
263,トロンボキサンA2,3
263,プロスタサイクリン,4
263,アデノシン二リン酸〈ADP〉,5
264,伝染性単核球症,1
264,急性骨髄性白血病,2
264,成人T細胞白血病,3
264,慢性リンパ性白血病,4
264,原発性マクログロブリン血症,5
265,赤血球造血の指標となる。,1
265,鉄欠乏性貧血で増加する。,2
265,採血後放置すると増加する。,3
265,青色の物質はヘモグロビンの変性物である。,4
265,"健常者の末血中に3,000〜10,000/μL存在する。",5
266,第Ⅴ因子,1
266,第Ⅶ因子,2
266,第Ⅷ因子,3
266,第Ⅸ因子,4
266,第Ⅹ因子,5
267,BCR-ABL1,1
267,PML-RARA,2
267,EBウイルス,3
267,HTLV-1ウイルス,4
267,Reed-Sternberg細胞,5
268,Acinetobacter baumannii,1
268,Clostridium perfringens,2
268,Klebsiella pneumoniae,3
268,Shigella sonnei,4
268,Vibrio parahaemolyticus,5
269,Hiss法　-----　マラカイト緑液,1
269,Wirtz法　-----　石炭酸フクシン液,2
269,Gram染色　-----　パイフェル液,3
269,Giménez染色　-----　ゲンチアナ紫液,4
269,Ziehl-Neelsen染色　-----　サフラニン液,5
270,メロペネム,1
270,セファゾリン,2
270,ピペラシリン,3
270,セフォタキシム,4
270,レボフロキサシン,5
271,Measles virus〈麻疹ウイルス〉,1
271,Mycobacterium tuberculosis,2
271,Mycoplasma pneumoniae,3
271,Neisseria meningitidis,4
271,Rubella virus〈風疹ウイルス〉,5
272,原虫は真核生物である。,1
272,細菌は真核生物である。,2
272,真菌は原核生物である。,3
272,リケッチアは真核生物である。,4
272,ウイルスは原核生物、真核生物のどちらにも分類されない。,5
273,Escherichia coli,1
273,Listeria monocytogenes,2
273,Neisseria gonorrhoeae,3
273,Pseudomonas aeruginosa,4
273,Streptococcus agalactiae,5
274,Geckler1群,1
274,Geckler2群,2
274,Geckler3群,3
274,Geckler4群,4
274,Geckler5群,5
275,黒色色素を産生する。,1
275,インドール陽性である。,2
275,カタラーゼ陰性である。,3
275,エスクリンを加水分解する。,4
275,アミノグリコシド系抗菌薬に感性を示す。,5
276,CIN寒天培地　-----　Yersinia属,1
276,DHL寒天培地　-----　Campylobacter属,2
276,NAC寒天培地　-----　Shigella属,3
276,Skirrow寒天培地　-----　Legionella属,4
276,WYOα寒天培地　-----　Pseudomonas属,5
277,ウエストナイルウイルス,1
277,エンテロウイルス,2
277,デングウイルス,3
277,ノロウイルス,4
277,EBウイルス,5
278,Citrobacter freundii,1
278,Escherichia coli,2
278,Klebsiella oxytoca,3
278,Morganella morganii,4
278,Serratia marcescens,5
279,J鎖を持つ。,1
279,補体を活性化する。,2
279,2つのサブクラスがある。,3
279,"分子量は約900,000である。",4
279,H鎖の定常部ドメインは4個からなる。,5
280,易熱性成分である。,1
280,走化性因子として働く。,2
280,別経路の活性化に関与する。,3
280,活性化にはMg2+が必要である。,4
280,補体成分の中で血清中の濃度が最も高い。,5
281,慢性肝炎,1
281,Basedow病,2
281,骨髄異形成症候群,3
281,原発性マクログロブリン血症,4
281,全身性エリテマトーデス〈SLE〉,5
282,好塩基球は貪食能を持つ。,1
282,NK細胞はIFN-γを産生する。,2
282,好中球は遅延型過敏反応に関与する。,3
282,Th2細胞は主に細胞性免疫に関与する。,4
282,CD4陽性T細胞はMHCクラスⅡを発現する。,5
283,IFN-γ,1
283,IL-4,2
283,IL-6,3
283,IL-18,4
283,TGF-β,5
284,抗C,1
284,抗Leb,2
284,抗N,3
284,抗P1,4
284,抗Xga,5
285,患者がA型、提供者がO型,1
285,患者がAB型、提供者がO型,2
285,患者が直接抗グロブリン試験陽性,3
285,提供者が直接抗グロブリン試験陽性,4
285,患者がRhD陽性、提供者がRhD陰性,5
286,A型 RhD陽性,1
286,O型 RhD陽性,2
286,O型 RhD陰性,3
286,AB型 RhD陰性,4
286,AB型 RhD陽性,5
287,肝硬変,1
287,悪性腫瘍,2
287,血管神経性浮腫,3
287,全身性エリテマトーデス〈SLE〉,4
287,膜性増殖性糸球体腎炎〈MPGN〉,5
288,濃厚血小板は振盪しながら保存する。,1
288,赤血球液の保存温度は2〜6℃である。,2
288,濃厚血小板の有効期限は採血後7日間である。,3
288,新鮮凍結血漿の有効期限は採血後1年間である。,4
288,洗浄赤血球液の有効期限は製造後48時間である。,5
289,C 型肝炎　-----　輸血用血液製剤中のリンパ球,1
289,血管内溶血　-----　輸血用血液製剤の補体,2
289,輸血後GVHD　-----　不規則抗体,3
289,輸血関連循環過負荷〈TACO〉　-----　 抗内皮細胞抗体,4
289,輸血関連急性肺障害〈TRALI〉　-----　抗白血球抗体,5
290,ヒヤリ・ハット事例を収集する。,1
290,安全管理のための職員研修を行う。,2
290,医療過誤を起こした職員を処罰する。,3
290,検査実施時に患者名の確認を遵守させる。,4
290,医療事故発生時に原因解明のための調査を行う。,5
291,胃がん,1
291,肺がん,2
291,乳がん,3
291,大腸がん,4
291,子宮頸がん,5
292,出生率,1
292,粗死亡率,2
292,自然増減率,3
292,乳児死亡率,4
292,年齢調整死亡率,5
293,聴診,1
293,色覚検査,2
293,知能検査,3
293,歯および口腔検査,4
293,胸部エックス線撮影,5
294,負傷,1
294,病原体,2
294,化学物質,3
294,作業態様,4
294,物理的因子,5
295,水,1
295,肝臓,2
295,空気,3
295,脂肪,4
295,頭蓋骨,5
296,46,1
296,66,2
296,78,3
296,96,4
296,124,5
297,正規化,1
297,標準化,2
297,標本化,3
297,量子化,4
297,コード化,5
298,DICOM,1
298,HL7,2
298,ICD11,3
298,JLAC,4
298,PACS,5
299,紫外線A,1
299,紫外線B,2
299,紫外線C,3
299,赤外線A,4
299,赤外線B,5
300,40,1
300,50,2
300,60,3
300,70,4
300,80,5
301,|R/X|管理法,1
301,X-R管理図法,2
301,項目間チェック法,3
301,デルタチェック法,4
301,マルチルール管理図法,5
302,汗,1
302,尿,2
302,髄液,3
302,精液,4
302,唾液,5
303,顆粒円柱,1
303,脂肪円柱,2
303,硝子円柱,3
303,上皮円柱,4
303,赤血球円柱,5
304,便中の鉄を検出する。,1
304,食事制限が必要である。,2
304,化学的検査法より検出感度は低い。,3
304,便の表面をこするように採取する。,4
304,上部より下部の消化管出血の検査に適している。,5
305,淡黄色透明,1
305,比重1.010,2
305,細胞数50/μL,3
305,好中球比率10％,4
305,蛋白濃度3.5g/dL,5
306,回虫,1
306,蟯虫,2
306,鉤虫,3
306,鞭虫,4
306,糸状虫,5
307,サルマラリア,1
307,卵形マラリア,2
307,熱帯熱マラリア,3
307,三日熱マラリア,4
307,四日熱マラリア,5
308,Cバンド分染法,1
308,Gバンド分染法,2
308,Qバンド分染法,3
308,Rバンド分染法,4
308,NOR分染法,5
309,mRNA,1
309,rRNA,2
309,tRNA,3
309,hnRNA,4
309,snRNA,5
310,サイクル数を増やす。,1
310,プライマー濃度を下げる。,2
310,アニーリング温度を下げる。,3
310,マグネシウム濃度を上げる。,4
310,DNAポリメラーゼ濃度を上げる。,5
311,Alzheimer病,1
311,Creutzfeldt-Jakob病,2
311,Guillain-Barré症候群,3
311,Parkinson病,4
311,Wilson病,5
312,血友病A,1
312,サラセミア,2
312,Gaucher病,3
312,Turner症候群,4
312,フェニルケトン尿症,5
313,縦軸：感度 ----- 横軸：特異度,1
313,縦軸：特異度 ----- 横軸：感度,2
313,縦軸：感度 ----- 横軸：偽陽性率,3
313,縦軸：偽陽性率 ----- 横軸：感度,4
313,縦軸：偽陽性率 ----- 横軸：特異度,5
314,抗CCP抗体,1
314,抗GAD抗体,2
314,抗SS-A抗体,3
314,抗サイログロブリン抗体,4
314,抗アセチルコリン受容体抗体,5
315,乳癌,1
315,卵巣癌,2
315,子宮頸癌,3
315,子宮体癌,4
315,前立腺癌,5
316,①,1
316,②,2
316,③,3
316,④,4
316,⑤,5
317,右脚ブロック,1
317,房室ブロック,2
317,WPW症候群,3
317,ペーシングリズム,4
317,不随意運動によるアーチファクト,5
318,単極誘導が用いられる。,1
318,ST変化は検出できない。,2
318,記録中の行動記録は解析に必要である。,3
318,NASA誘導はP波の検出に優れている。,4
318,CM5誘導の波形は胸部誘導のV1に類似する。,5
319,間質性肺炎,1
319,胸椎後側弯症,2
319,慢性閉塞性肺疾患,3
319,筋萎縮性側索硬化症,4
319,睡眠時無呼吸症候群,5
320,呼吸不全である。,1
320,腎性代償である。,2
320,アシデミアである。,3
320,肺胞低換気である。,4
320,呼吸性アシドーシスである。,5
321,温度が低いと伝導は遅くなる。,1
321,軸索の直径が太いほど伝導は速い。,2
321,活動電位の大きさは減衰せずに伝導する。,3
321,中間部で発生した活動電位は両方向に伝導する。,4
321,刺激の強さに比例して発生する活動電位が大きくなる。,5
322,視覚誘発電位,1
322,事象関連電位,2
322,聴性定常反応,3
322,聴性脳幹反応,4
322,体性感覚誘発電位,5
323,急速動員,1
323,陽性鋭波,2
323,高振幅電位,3
323,多相性電位,4
323,ミオトニー放電,5
324,Fallot四徴症,1
324,大血管転位症,2
324,動脈管開存症,3
324,心室中隔欠損症,4
324,心房中隔欠損症,5
325,右肋間走査,1
325,心窩部横走査,2
325,心窩部縦走査,3
325,右季肋部斜走査,4
325,右肋骨弓下走査,5
326,腟,1
326,子宮,2
326,直腸,3
326,膀胱,4
326,卵巣,5
327,任意の断面を画像化できる。,1
327,炭素の磁気共鳴信号を画像化する。,2
327,拡散強調画像は急性期の脳梗塞検出能に優れる。,3
327,頭部では造影剤を用いずに血管の撮影ができる。,4
327,拡散テンソル画像は神経線維の走行を描出できる。,5
328,黄斑,1
328,白斑,2
328,水晶体,3
328,中心窩,4
328,視神経乳頭,5
329,ビタミンA,1
329,ビタミンC,2
329,ビタミンE,3
329,ビタミンK,4
329,葉酸,5
330,オステオカルシン〈OC〉,1
330,骨型アルカリホスファターゼ〈BAP〉,2
330,Ⅰ型コラーゲン架橋Cテロペプチド〈CTX〉,3
330,Ⅰ型プロコラーゲンCプロペプチド〈PICP〉,4
330,Ⅰ型プロコラーゲンNプロペプチド〈PINP〉,5
331,ADP,1
331,NAD(P)H,2
331,フェノール,3
331,4-ニトロフェノール,4
331,4-アミノアンチピリン,5
332,放射能 ----- eV,1
332,吸収線量 ----- C・kg-1,2
332,照射線量 ----- Gy,3
332,線量当量 ----- Sv,4
332,放射線のエネルギー ----- Bq,5
333,新生児黄疸,1
333,溶血性貧血,2
333,Gilbert症候群,3
333,Crigler-Najjar症候群,4
333,Dubin-Johnson症候群,5
334,心筋炎,1
334,皮膚筋炎,2
334,重症筋無力症,3
334,筋萎縮性側索硬化症,4
334,Duchenne型筋ジストロフィー,5
335,"α1,4-グリコシド結合を分解する。",1
335,活性化にはクロールイオンが必要である。,2
335,カルシウムイオンを含有する酵素である。,3
335,膵臓型は唾液腺型よりも分子量が大きい。,4
335,日本臨床化学会〈JSCC〉勧告法では共役酵素を用いる。,5
336,身長,1
336,体重,2
336,年齢,3
336,血清クレアチニン濃度,4
336,尿中クレアチニン濃度,5
337,アポA1,1
337,アポA2,2
337,アポB100,3
337,アポC3,4
337,アポE,5
338,鉄イオン,1
338,銅イオン,2
338,亜鉛イオン,3
338,カルシウムイオン,4
338,マグネシウムイオン,5
339,ALT,1
339,AMY,2
339,AST,3
339,CK,4
339,LD5,5
340,ジゴキシン,1
340,バルプロ酸,2
340,テオフィリン,3
340,ワルファリン,4
340,バンコマイシン,5
341,アミノ酸,1
341,グルカゴン,2
341,グルコース,3
341,インクレチン,4
341,ソマトスタチン,5
342,CK,1
342,LD,2
342,ALT,3
342,AST,4
342,γ-GT,5
343,2,1
343,10,2
343,50,3
343,100,4
343,200,5
344,オレイン酸,1
344,リノール酸,2
344,ステアリン酸,3
344,パルミチン酸,4
344,α-リノレン酸,5
345,クエン酸,1
345,過ヨウ素酸,2
345,グリセリン,3
345,抱水クロラール,4
345,カリウムミョウバン,5
346,肝硬変 ----- 渡辺の鍍銀法,1
346,心筋梗塞　-----　azan染色,2
346,ヘモジデローシス ----- toluidine blue染色,3
346,慢性糸球体腎炎 ----- PAM染色,4
346,B型肝炎 ----- Victoria blue染色,5
347,核偏在性,1
347,真珠形成,2
347,粘液空胞,3
347,鋳型状配列,4
347,オタマジャクシ型,5
348,視床下部,1
348,下垂体,2
348,副甲状腺,3
348,膵臓,4
348,副腎,5
349,横隔膜,1
349,腎臓,2
349,胆囊,3
349,脾臓,4
349,副腎,5
350,身長の計測,1
350,皮膚の清拭,2
350,死後硬直の確認,3
350,臨床経過の確認,4
350,病理解剖承諾書の確認,5
351,BRAF,1
351,BRCA1,2
351,ERBB2(HER2),3
351,KIT,4
351,KRAS,5
352,内側上部,1
352,内側下部,2
352,外側上部,3
352,外側下部,4
352,乳頭部,5
353,前固定 ----- オスミウム酸液,1
353,後固定 ----- グルタルアルデヒド液,2
353,脱水 ----- エタノール,3
353,置換 ----- キシレン,4
353,包埋 ----- カーボワックス,5
354,気管,1
354,結腸,2
354,脾臓,3
354,中枢神経,4
354,副腎髄質,5
355,核が異染性を示す。,1
355,細胞質の角化が明瞭となる。,2
355,細胞質内顆粒が観察しやすい。,3
355,乾燥により細胞が小さく見える。,4
355,クロマチン構造が観察しやすい。,5
356,38℃,1
356,48℃,2
356,58℃,3
356,68℃,4
356,78℃,5
357,心臓,1
357,膵臓,2
357,肝臓,3
357,脾臓,4
357,腎臓,5
358,好中球,1
358,赤血球,2
358,形質細胞,3
358,リンパ球,4
358,マクロファージ,5
359,異型リンパ球 ----- 伝染性単核球症,1
359,環状鉄芽球 ----- サラセミア,2
359,巨大血小板 ----- May-Hegglin 異常症,3
359,中毒性顆粒 ----- 重症感染症,4
359,微小巨核球 ----- 骨髄異形成症候群,5
360,網赤血球減少,1
360,ハプトグロビン高値,2
360,ADAMTS13活性低下,3
360,超高分子量VWFマルチマー出現,4
360,ループスアンチコアグラント陽性,5
361,小球性貧血である。,1
361,血清鉄が低値である。,2
361,鉄の利用障害を認める。,3
361,血清フェリチンが低値である。,4
361,総鉄結合能〈TIBC〉が高値である。,5
362,9,1
362,36,2
362,90,3
362,360,4
362,900,5
363,Dダイマー,1
363,フィブリノゲン,2
363,プラスミノゲン,3
363,アンチトロンビン,4
363,プラスミンインヒビター,5
364,鎌状赤血球,1
364,菲薄赤血球,2
364,標的赤血球,3
364,有核赤血球,4
364,涙滴赤血球,5
365,第Ⅷ因子,1
365,第Ⅺ因子,2
365,第Ⅻ因子,3
365,フィブリノゲン,4
365,プレカリクレイン,5
366,赤白血病,1
366,多発性骨髄腫,2
366,Burkittリンパ腫,3
366,急性骨髄性白血病,4
366,急性リンパ性白血病,5
367,BCR-ABL1,1
367,IGH/BCL2,2
367,IGH/BCL6,3
367,IGH/MYC,4
367,PML-RARA,5
368,Haemophilus influenzae,1
368,Moraxella catarrhalis,2
368,Neisseria meningitidis,3
368,Neisseria gonorrhoeae,4
368,Pseudomonas aeruginosa,5
369,ノロウイルス,1
369,ロタウイルス,2
369,アデノウイルス,3
369,ポリオウイルス,4
369,インフルエンザウイルス,5
370,静脈血からEscherichia coliが検出された場合,1
370,髄液からCryptococcus neoformansが検出された場合,2
370,皮膚からStaphylococcus epidermidisが検出された場合,3
370,喀痰からMycobacterium tuberculosisが検出された場合,4
370,胸水からカルバペネム耐性腸内細菌科細菌が検出された場合,5
371,Haemophilus influenzae,1
371,Klebsiella pneumoniae,2
371,Legionella pneumophila,3
371,Moraxella catarrhalis,4
371,Streptococcus pneumoniae,5
372,Fusobacterium nucleatum,1
372,Haemophilus influenzae,2
372,Legionella pneumophila,3
372,Moraxella catarrhalis,4
372,Streptococcus pneumoniae,5
373,過酢酸,1
373,フタラール,2
373,ポビドンヨード,3
373,次亜塩素酸ナトリウム,4
373,グルコン酸クロルヘキシジンアルコール,5
374,イミペネム,1
374,オキサシリン,2
374,セフォキシチン,3
374,テイコプラニン,4
374,バンコマイシン,5
375,Cryptococcus neoformans,1
375,Listeria monocytogenes,2
375,Mycobacterium tuberculosis,3
375,Mycoplasma pneumoniae,4
375,Rickettsia prowazekii,5
376,Aspergillus fumigatus,1
376,Epidermophyton floccosum,2
376,Microsporum canis,3
376,Sporothrix schenckii,4
376,Trichophyton rubrum,5
377,白糖分解,1
377,乳糖非分解,2
377,ブドウ糖発酵,3
377,硫化水素産生,4
377,ブドウ糖からのガス産生,5
378,Gram陽性短桿菌である。,1
378,CAMPテスト陽性である。,2
378,馬尿酸塩加水分解試験陽性である。,3
378,エスクリン加水分解試験陽性である。,4
378,ヒツジ血液寒天培地でα溶血性を示す。,5
379,斑紋型,1
379,辺縁型,2
379,核小体型,3
379,細胞質型,4
379,散在斑紋型,5
380,抗DNA抗体,1
380,抗核小体抗体,2
380,抗ヒストン抗体,3
380,抗ミトコンドリア抗体,4
380,抗ENA〈可溶性核抗原〉抗体,5
381,抗核抗体,1
381,寒冷凝集素測定,2
381,クリオグロブリン,3
381,直接抗グロブリン試験,4
381,Donath-Landsteiner試験,5
382,共有結合,1
382,水素結合,2
382,疎水結合,3
382,イオン結合,4
382,ファンデルワールス力,5
383,CA15-3,1
383,CA19-9,2
383,CYFRA21-1,3
383,NSE,4
383,SCC,5
384,患者の血清を使用する。,1
384,反応増強剤にPEGが使用される。,2
384,交差適合試験の主試験に必要である。,3
384,不規則抗体スクリーニングに必要である。,4
384,溶血性輸血副反応が生じた際に必要である。,5
385,吸着解離試験,1
385,抗体同定試験,2
385,糖転移酵素測定,3
385,D陰性確認試験,4
385,直接抗グロブリン試験,5
386,抗Bga,1
386,抗c,2
386,抗E,3
386,抗Lea,4
386,抗N,5
387,手術前日に貯血する。,1
387,待機手術患者が適応となる。,2
387,80歳以上の高齢者は禁忌である。,3
387,体重50kg未満の患者は禁忌である。,4
387,肝炎ウイルス感染症のリスクを回避できる。,5
388,ドナーO型 ----- 赤血球輸血はA型,1
388,ドナーO型 ----- 血小板輸血はO型,2
388,ドナーB型 ----- 新鮮凍結血漿輸血はO型,3
388,ドナーB型 ----- 赤血球輸血はAB型,4
388,ドナーB型 ----- 新鮮凍結血漿輸血はAB型,5
389,後天性B,1
389,寒冷凝集素,2
389,不規則抗体,3
389,無ガンマグロブリン血症,4
389,直接抗グロブリン試験陽性,5
390,1年,1
390,3年,2
390,6年,3
390,9年,4
390,12年,5
391,疾患Bの患者は要因Aを持つ。,1
391,要因Aが疾患Bの発症に先行する。,2
391,要因Aが存在しないと疾患Bを発症しない。,3
391,要因Aと疾患Bの間に量安反応関係が成り立つ。,4
391,要因Aに曝露されると疾患Bを発症することを動物実験で再現できる。,5
392,公共の場での禁煙の推進,1
392,家庭で使える医療機器の開発,2
392,地域住民への健康教育の実施,3
392,ウォーキングが行える歩道の整備,4
392,救急医療機関への搬送体制の整備,5
393,がん登録の推進,1
393,がん検診の受診率の向上,2
393,がんに関する研究の推進,3
393,がん治療にかかる医療費の適正化,4
393,専門的な知識・技術を有する医療従事者の育成,5
394,労働者の健康診断の実施 ----- 労働基準法,1
394,市町村保健センターの設置 ----- 健康増進法,2
394,自動車排出ガスの排出規制 ----- 環境基本法,3
394,医療安全支援センターの設置 ----- 医療法,4
394,公共の場所での受動喫煙の防止 ----- 地域保健法,5
395,16通り,1
395,256通り,2
395,"1,024通り",3
395,"16,384通り",4
395,"65,536通り",5
396,保健所への報告,1
396,医学研究への利用,2
396,教育用資料の作成,3
396,疾患の診断への利用,4
396,データベースへの利用,5
397,γ線は包装後の滅菌に有効である。,1
397,濾過滅菌は血清の滅菌に適さない。,2
