question_id,option_text,position
445,小さな切片では伸展の必要がない。,4
445,パラフィンの融点と同じ温度で行う。,5
446,PAS染色,1
446,Grimelius染色,2
446,Berlin blue染色,3
446,Masson-Fontana染色,4
446,methyl green-pyronin染色,5
447,azan染色,1
447,oil red O染色,2
447,Victoria blue染色,3
447,toluidine blue染色,4
447,Masson trichrome染色,5
448,凍結切片では行わない。,1
448,ポリマー法は感度が高い。,2
448,加熱処理後は急速に冷却する。,3
448,一次抗体と二次抗体を混和する。,4
448,内因性ペルオキシダーゼの除去は発色後に行う。,5
449,下垂体,1
449,唾液腺,2
449,甲状腺,3
449,膵臓,4
449,副腎,5
450,閉経後の骨粗鬆症,1
450,成人における胸腺萎縮,2
450,長期臥床による骨格筋萎縮,3
450,水腎症における腎実質の菲薄化,4
450,末期癌における脂肪組織の萎縮,5
451,黄疸,1
451,腹水,2
451,肝腫大,3
451,食道静脈瘤,4
451,女性化乳房,5
452,アミロイド,1
452,コロイド,2
452,セロイド,3
452,ヘモジデリン,4
452,リポフスチン,5
453,アメーバ大腸炎,1
453,潰瘍性大腸炎,2
453,偽膜性腸炎,3
453,虚血性大腸炎,4
453,クローン〈Crohn〉病,5
454,脱脂操作前に行う。,1
454,中性脱灰液では炭酸ガスが発生する。,2
454,EDTA脱灰法は抗原性の保持が悪い。,3
454,振盪器を用いると脱灰時間が短縮される。,4
454,プランク・リクロ〈Plank-Rychlo〉法は40℃で行う。,5
455,肺胞組織球,1
455,気管支上皮細胞,2
455,腺癌細胞,3
455,小細胞癌細胞,4
455,平上皮癌細胞,5
456,潰瘍,1
456,腫脹,2
456,疼痛,3
456,発熱,4
456,発赤,5
457,濾胞性リンパ腫,1
457,Burkittリンパ腫,2
457,Hodgkinリンパ腫,3
457,マントル細胞リンパ腫,4
457,びまん性大細胞型B細胞リンパ腫,5
458,Bodian染色,1
458,Klüver-Barrera染色,2
458,Nissl染色,3
458,orcein染色,4
458,PTAH染色,5
459,赤血球数〈RBC〉,1
459,網赤血球比率〈Ret〉,2
459,平均赤血球容積〈MCV〉,3
459,ヘモグロビン濃度〈Hb〉,4
459,平均赤血球ヘモグロビン濃度〈MCHC〉,5
460,抗CD4,1
460,抗CD19,2
460,抗CD34,3
460,抗CD45,4
460,抗CD59,5
461,鉄欠乏性貧血,1
461,巨赤芽球性貧血,2
461,再生不良性貧血,3
461,二次性赤血球増加症,4
461,自己免疫性溶血性貧血,5
462,空腹時に採血する。,1
462,EDTA加血漿を使用する。,2
462,多血小板血漿の血小板数を確認する。,3
462,血小板が凝集すると光透過度が増加する。,4
462,凝集惹起物質にアデノシン二リン酸〈ADP〉を用いる。,5
463,CD2　-----　形質細胞,1
463,CD3　-----　T細胞,2
463,CD13　-----　好中球,3
463,CD34　-----　造血幹細胞,4
463,CD61　-----　血小板,5
464,単球　-----　核小体,1
464,好中球　-----　drumstick〈太鼓のばち〉,2
464,好酸球　-----　ペルオキシダーゼ反応陽性,3
464,形質細胞　-----　核周明庭,4
464,骨髄芽球　-----　核と細胞質の面積比〈N/C 比〉が高い,5
465,フェリチン,1
465,網赤血球数,2
465,間接ビリルビン,3
465,ハプトグロビン,4
465,総鉄結合能〈TIBC〉,5
466,後天性血友病A,1
466,ビタミンK欠乏症,2
466,von Willebrand病,3
466,アレルギー性紫斑病,4
466,播種性血管内凝固〈DIC〉,5
467,急性赤白血病,1
467,急性単球性白血病,2
467,急性巨核芽球性白血病,3
467,急性前骨髄球性白血病,4
467,急性リンパ芽球性白血病,5
468,核膜を有する。,1
468,有糸分裂する。,2
468,環状の染色体を有する。,3
468,ミトコンドリアを有する。,4
468,細胞壁はセルロースからなる。,5
469,SS寒天培地,1
469,CCFA寒天培地,2
469,TCBS寒天培地,3
469,セレナイト培地,4
469,Skirrow寒天培地,5
470,コリスチン,1
470,ゲンタマイシン,2
470,バンコマイシン,3
470,レボフロキサシン,4
470,クロラムフェニコール,5
471,Acinetobacter baumannii,1
471,Clostridioides difficile,2
471,Escherichia coli,3
471,Haemophilus influenzae,4
471,Klebsiella pneumoniae,5
472,ペニシリンG,1
472,バンコマイシン,2
472,エリスロマイシン,3
472,テトラサイクリン,4
472,レボフロキサシン,5
473,ノロウイルス,1
473,Candida albicans,2
473,Clostridioides difficile,3
473,Pseudomonas aeruginosa,4
473,Staphylococcus aureus,5
474,風疹ウイルス,1
474,麻疹ウイルス,2
474,C型肝炎ウイルス,3
474,水痘・帯状疱疹ウイルス,4
474,インフルエンザウイルス,5
475,Bacillus属　-----　Hiss法,1
475,Cryptococcus属　-----　Leifson法,2
475,Klebsiella属　-----　Wirtz法,3
475,Nocardia属　-----　Kinyoun法,4
475,Trichophyton属　-----　Neisser法,5
476,イソニアジド,1
476,エタンブトール,2
476,ストレプトマイシン,3
476,ピラジナミド,4
476,リファンピシン,5
477,Citrobacter freundii,1
477,Escherichia coli,2
477,Klebsiella pneumoniae,3
477,Proteus vulgaris,4
477,Shigella sonnei,5
478,環状のDNAである。,1
478,接合によって伝達する。,2
478,耐性因子の1つである。,3
478,染色体から独立した遺伝体である。,4
478,細菌に感染するウイルスの総称である。,5
479,O型ではH抗原がない。,1
479,赤血球のみに発現している。,2
479,亜型は後天的な抗原変異である。,3
479,特異性を決定するのは糖鎖である。,4
479,新生児の発現量は成人と同じである。,5
480,B亜型,1
480,cisAB型,2
480,後天性B,3
480,白血病,4
480,不規則抗体,5
481,関節リウマチ,1
481,CREST症候群,2
481,Sjögren症候群,3
481,混合性結合組織病,4
481,全身性エリテマトーデス,5
482,動脈注射する。,1
482,複数回接種する。,2
482,アジュバントを用いる。,3
482,キャリア蛋白に結合させる。,4
482,ポリクローナル抗体が作られる。,5
483,単球,1
483,顆粒球,2
483,血小板,3
483,リンパ球,4
483,壊れた細胞の破片,5
484,亜型,1
484,連銭形成,2
484,異型輸血後,3
484,寒冷凝集素,4
484,ABO不適合腎移植後,5
485,PTが40％以下,1
485,PT-INRが1.5以上,2
485,APTTが基準値の1.5倍以上,3
485,血清アルブミン値が2.0g/dL以下,4
485,血漿フィブリノゲン値が150mg/dL以下,5
486,異好抗体,1
486,温式抗体,2
486,自然抗体,3
486,CD35特異性,4
486,P血液型特異性,5
487,C3欠損,1
487,CD59欠損,2
487,補体の寒冷活性化,3
487,C1インヒビター欠損,4
487,アデノシンデアミナーゼ〈ADA〉欠損,5
488,B細胞は抗原提示能を持たない。,1
488,マスト細胞はFcγ受容体を発現している。,2
488,NK細胞はウイルスに感染した自己細胞を攻撃する。,3
488,マクロファージはオプソニン化した細菌を貪食する。,4
488,CD8陽性キラーT細胞はMHCクラスⅡ抗原と反応する。,5
489,HLA検査,1
489,HIV抗体検査,2
489,不規則抗体検査,3
489,単球貪食能試験,4
489,リンパ球サブセット検査,5
490,高血圧,1
490,糖尿病,2
490,災害医療,3
490,精神疾患,4
490,周産期医療,5
491,禁煙教室　-----　一次予防,1
491,健康相談　-----　二次予防,2
491,服薬指導　-----　三次予防,3
491,作業環境測定　-----　二次予防,4
491,精神科デイケア　-----　一次予防,5
492,健康格差の縮小,1
492,健康寿命の延伸,2
492,生活習慣病の予防,3
492,高齢者の社会参加の促進,4
492,児童の虐待防止対策の強化,5
493,催奇形性がある。,1
493,神経毒性がある。,2
493,生物濃縮を起こす。,3
493,DNA障害作用がある。,4
493,内分泌攪乱作用がある。,5
494,石綿　-----　肺癌,1
494,ヒ素　-----　皮膚癌,2
494,ベンゼン　-----　白血病,3
494,β-ナフチルアミン　-----　胆管癌,4
494,塩化ビニルモノマー　-----　肝血管肉腫,5
495,水は赤外線の吸収が小さい。,1
495,硝子体は可視光をよく吸収する。,2
495,ヘモグロビンは近赤外線をよく吸収する。,3
495,生体の高分子物質は紫外線をよく吸収する。,4
495,メラニンは波長が長い可視光をよく吸収する。,5
496,30,1
496,46,2
496,60,3
496,66,4
496,72,5
497,圧電素子,1
497,CdSセル,2
497,サーミスタ,3
497,ホール素子,4
497,ストレインゲージ,5
498,集中治療室,1
498,検体検査室,2
498,病理検査室,3
498,生理検査室,4
498,一般病室,5
499,SQL,1
499,HTML,2
499,SMTP,3
499,UNIX,4
499,TELNET,5
500,コンデンサレンズは絞りを通過した光を集光するためにある。,1
500,実体顕微鏡では観察対象が動くと同じ方向に像が動いて見える。,2
500,双眼実体顕微鏡で両眼観察すると、観察対象が立体的に見える。,3
500,高倍率対物レンズの方が低倍率対物レンズに比べ焦点距離が長い。,4
500,対物レンズの倍率は標本に対する中間像(倒立の実像)の倍率である。,5
501,検体は冷凍で輸送する。,1
501,食事制限が必要である。,2
501,IgG感作赤血球を用いる。,3
501,プロゾーン現象がみられる。,4
501,上部消化管出血と下部消化管出血の検出感度は同等である。,5
502,ABL1,1
502,BRCA1,2
502,EGFR,3
502,KRAS,4
502,RB1,5
503,間期,1
503,前期,2
503,中期,3
503,後期,4
503,Xモノソミー,5
504,病変は胃に限局する。,1
504,生の牛肉でも感染する。,2
504,ヒトを終宿主としている。,3
504,−20℃保存で虫体は死滅する。,4
504,有効な抗寄生虫薬が存在する。,5
505,無鉤条虫症,1
505,剛棘顎口虫症,2
505,Manson孤虫症,3
505,広東住血線虫症,4
505,多包条虫〈エキノコックス〉症,5
506,混濁,1
506,pH7.20,2
506,比重1.026,3
506,LD480U/L,4
506,蛋白1.8g/dL,5
507,サイレント変異,1
507,ナンセンス変異,2
507,ミスセンス変異,3
507,フレームシフト変異,4
507,ミススプライシング変異,5
508,染色体を安定化する。,1
508,染色体両腕の末端領域を指す。,2
508,テロメラーゼにより短縮する。,3
508,体細胞では分裂ごとに短縮する。,4
508,6塩基の繰り返しDNA配列からなる。,5
509,色調は黄色である。,1
509,糖濃度は血漿の約10％である。,2
509,蛋白濃度は血清の約10％である。,3
509,細胞成分はリンパ球が主体である。,4
509,クロール濃度は血清より低値である。,5
510,施設間差,1
510,標準液の劣化,2
510,検体採取の過誤,3
510,分析機器の異常,4
510,パニック値の検出,5
511,脾腫,1
511,下肢静脈瘤,2
511,血小板減少,3
511,ICG15分停滞率上昇,4
511,コリンエステラーゼ低値,5
512,骨髄線維症,1
512,多発性骨髄腫,2
512,Hodgkinリンパ腫,3
512,急性リンパ性白血病,4
512,原発性マクログロブリン血症,5
513,t(8；14),1
513,t(9；22),2
513,13トリソミー,3
513,21トリソミー,4
513,Xモノソミー,5
514,AFP,1
514,CA15-3,2
514,DU-PAN-2,3
514,PSA,4
514,SCC,5
515,鉛中毒,1
515,水銀中毒,2
515,青酸中毒,3
515,有機リン中毒,4
515,一酸化炭素中毒,5
516,右脚ブロック,1
516,左脚ブロック,2
516,急性前壁中隔梗塞,3
516,A型WPW症候群,4
516,B型WPW症候群,5
517,測定する腕とは対側の上腕で血圧を測定する。,1
517,安静時の上腕動脈の血管径を測定する。,2
517,前腕部または上腕部を駆血する。,3
517,駆血圧は収縮期血圧とする。,4
517,駆血解除後、最大拡張時の血管径を測定する。,5
518,Bモード法,1
518,Mモード法,2
518,カラードプラ法,3
518,パルスドプラ法,4
518,連続波ドプラ法,5
519,27,1
519,31,2
519,36,3
519,41,4
519,45,5
520,pH,1
520,温度,2
520,二酸化炭素分圧,3
520,ヘモグロビン濃度,4
520,"2,3-ジホスホグリセリン酸〈2,3-DPG〉",5
521,肺活量,1
521,全肺気量,2
521,1回換気量,3
521,最大吸気量,4
521,予備吸気量,5
522,1秒率,1
522,残気量,2
522,全肺気量,3
522,機能的残気量,4
522,静肺コンプライアンス,5
523,酸素単独,1
523,酸素および窒素,2
523,酸素およびヘリウム,3
523,酸素および一酸化炭素,4
523,酸素および二酸化炭素,5
524,音響陰影,1
524,鏡面現象,2
524,多重反射,3
524,サイドローブ,4
524,後方エコー増強,5
525,①,1
525,②,2
525,③,3
525,④,4
525,⑤,5
526,欠神発作,1
526,West症候群,2
526,覚醒時大発作てんかん,3
526,Lennox-Gastaut症候群,4
526,若年性ミオクロニーてんかん,5
527,Aα,1
527,Aβ,2
527,Aδ,3
527,B,4
527,C,5
528,脛骨神経,1
528,尺骨神経,2
528,正中神経,3
528,橈骨神経,4
528,腓腹神経,5
529,中性脂肪,1
529,遊離脂肪酸,2
529,総コレステロール,3
529,HDL-コレステロール,4
529,LDL-コレステロール,5
530,オキシトシン,1
530,甲状腺刺激ホルモン,2
530,成長ホルモン,3
530,バソプレシン,4
530,プロラクチン,5
531,LD,1
531,CK-MB,2
531,心筋トロポニンT,3
531,心筋ミオシン軽鎖,4
531,心臓型脂肪酸結合蛋白〈H-FABP〉,5
532,Km値の単位はmg/dLで表す。,1
532,0次反応領域でVmaxがえられる。,2
532,Km値とはVmaxの1/3の速度をあたえる[S]を意味する。,3
532,[S]がKm値に対して著しく低いときv=Vmaxに近似する。,4
532,終点分析法で反応時間を早めるにはKm値が大きい酵素を使用する。,5
533,インクレチン ----- 抗利尿作用,1
533,オキシトシン ----- 抗アレルギー作用,2
533,コルチゾール ----- 子宮収縮作用,3
533,バソプレシン ----- インスリン分泌促進作用,4
533,アンジオテンシンⅡ ----- 血管収縮作用,5
534,β線,1
534,γ線,2
534,赤外線,3
534,電子線,4
534,陽子線,5
535,ALP1 ----- 閉塞性黄疸,1
535,ALP2 ----- 悪性腫瘍の骨転移,2
535,ALP3 ----- 肝硬変,3
535,ALP4 ----- 腎不全,4
535,ALP5 ----- 潰瘍性大腸炎,5
536,AST,1
536,AMY,2
536,CK,3
536,ChE,4
536,γ-GT,5
537,ビタミンAは抗酸化作用がある。,1
537,ビタミンDは骨代謝に関与する。,2
537,ビタミンCは視覚の正常化に関与する。,3
537,ビタミンEはコラーゲンの形成に関与する。,4
537,ビタミンB6はアミノトランスフェラーゼの補酵素となる。,5
538,セリン,1
538,バリン,2
538,リジン,3
538,メチオニン,4
538,トリプトファン,5
539,尿素,1
539,アンモニア,2
539,クレアチン,3
539,ビリルビン,4
539,クレアチニン,5
540,1,1
540,10,2
540,100,3
540,"1,000",4
540,"10,000",5
541,プレセプシン,1
541,エンドトキシン,2
541,プロカルシトニン,3
541,アミロイドA蛋白,4
541,(1→3)-β-D-グルカン,5
542,オステオカルシン,1
542,デオキシピリジノリン,2
542,骨型アルカリホスファターゼ,3
542,酒石酸抵抗性酸ホスファターゼ5b型,4
542,Ⅰ型プロコラーゲンN末端プロペプチド,5
543,乳酸,1
543,グリシン,2
543,グルコース,3
543,ピルビン酸,4
543,フルクトース,5
544,血清エリスロポエチン,1
544,血清クレアチニン,2
544,血清シスタチンC,3
544,尿中N-アセチルグルコサミニダーゼ〈NAG〉,4
544,尿中β2-ミクログロブリン,5
545,頸管腺細胞,1
545,扁平上皮細胞,2
545,腺癌細胞,3
545,扁平上皮癌細胞,4
545,ヘルペス感染細胞,5
546,免疫染色ができる。,1
546,ホルマリンで固定する。,2
546,細胞集塊の観察に適する。,3
546,パラフィン切片を作製する。,4
546,細胞数が少ない検体の方が有用性が高い。,5
547,グルタルアルデヒド ----- 後固定,1
547,酢酸ウラン　-----　包埋,2
547,ガラスナイフ ----- トリミング,3
547,ダイヤモンドナイフ ----- 超薄切,4
547,ビームカプセル ----- 電子染色,5
548,アセトン,1
548,キシレン,2
548,メタノール,3
548,クロロホルム,4
548,ホルムアルデヒド,5
549,化膿性炎,1
549,出血性炎,2
549,漿液性炎,3
549,カタル性炎,4
549,肉芽腫性炎,5
550,口腔,1
550,甲状腺,2
550,膀胱,3
550,子宮頸部,4
550,子宮内膜,5
551,脳,1
551,肝臓,2
551,腎臓,3
551,膵臓,4
551,リンパ節,5
552,気管支,1
552,食道,2
552,大腸,3
552,膀胱,4
552,腟,5
553,1動脈1静脈,1
553,1動脈2静脈,2
553,2動脈1静脈,3
553,2動脈2静脈,4
553,2動脈3静脈,5
554,キシレン,1
554,トルエン,2
554,アルコール,3
554,ホルマリン,4
554,クロロホルム,5
555,エオジン,1
555,ライト緑,2
555,メチレン青,3
555,トルイジン青,4
555,ヘマトキシリン,5
556,胸水 ----- 捺印法,1
556,リンパ節 ----- 圧挫法,2
556,尿 ----- 直接塗抹法,3
556,喀痰 ----- すり合わせ法,4
556,脳腫瘍 ----- 引きガラス法,5
557,腕頭動脈,1
557,右総頸動脈,2
557,右椎骨動脈,3
557,左内頸動脈,4
557,左鎖骨下動脈,5
558,塩酸,1
558,アセトン,2
558,エタノール,3
558,ホルムアルデヒド,4
558,イソプロピルアルコール,5
559,血栓性血小板減少性紫斑病,1
559,溶血性尿毒症症候群,2
559,無β-リポ蛋白血症,3
559,原発性骨髄線維症,4
559,サラセミア,5
560,血球減少を認める。,1
560,腫瘍性疾患である。,2
560,無効造血が亢進する。,3
560,造血細胞の形態異常を認める。,4
560,骨髄の芽球比率は30％以上である。,5
561,ファゴット細胞,1
561,抗HTLV-1抗体,2
561,Bence Jones蛋白,3
561,Reed-Sternberg細胞,4
561,BCR-ABL1融合遺伝子,5
562,プロトロンビン,1
562,第Ⅴ因子,2
562,第Ⅶ因子,3
562,第Ⅸ因子,4
562,第Ⅹ因子,5
563,気管支喘息,1
563,アニサキス症,2
563,Cushing症候群,3
563,Churg-Strauss症候群,4
563,アレルギー性気管支肺アスペルギルス症,5
564,濾胞性リンパ腫,1
564,Burkittリンパ腫,2
564,マントル細胞リンパ腫,3
564,未分化大細胞リンパ腫,4
564,リンパ形質細胞性リンパ腫,5
565,成熟赤血球より比重が大きい。,1
565,デオキシリボ核酸を多く含む。,2
565,健常人では総赤血球数の約8％を占める。,3
565,正染性赤芽球から脱核直後の赤血球である。,4
565,採血後の時間経過に従い、採血管内で増加する。,5
566,von Willebrand病,1
566,May-Hegglin異常症,2
566,Bernard-Soulier症候群,3
566,Wiskott-Aldrich症候群,4
566,Chédiak-Higashi症候群,5
567,血小板数増加,1
567,D-ダイマー上昇,2
567,フィブリノゲン上昇,3
567,アンチプラスミン上昇,4
567,プロトロンビン時間延長,5
568,RSウイルス,1
568,アデノウイルス,2
568,B型肝炎ウイルス,3
568,インフルエンザウイルス,4
568,ヒト免疫不全ウイルス〈HIV〉,5
569,Listeria monocytogenes,1
569,Peptostreptococcus anaerobius,2
569,Staphylococcus aureus,3
569,Streptococcus pneumoniae,4
569,Streptococcus pyogenes,5
570,喀痰 ----- Streptococcus pneumoniae,1
570,血液 ----- Staphylococcus aureus,2
570,髄液 ----- Propionibacterium acnes,3
570,胆汁 ----- Klebsiella pneumoniae,4
570,中間尿 ----- Escherichia coli,5
571,Escherichia coli,1
571,Proteus mirabilis,2
571,Haemophilus influenzae,3
571,Haemophilus influenzae,4
571,Pseudomonas aeruginosa,5
572,真菌,1
572,芽胞菌,2
572,ウイルス,3
572,プリオン,4
572,マイコプラズマ,5
573,墨汁法 ----- Gandida albicans,1
573,KOH法 ----- Trichophyton rubrum,2
573,Grocott 染色 ----- Gorynebacterium diphtheriae,3
573,Giménez 染色 ----- Legionella pneumophila,4
573,Ziehl-Neelsen 染色 ----- Mycoplasma pneumoniae,5
574,セレナイト培地,1
574,Cary-Blair培地,2
574,Skirrow寒天培地,3
574,Thayer-Martin寒天培地,4
574,臨床用チオグリコレート培地,5
575,ペニシリナーゼ,1
575,オキサシリナーゼ,2
575,セファロスポリナーゼ,3
575,メタロ-β-ラクタマーゼ,4
575,基質拡張型β-ラクタマーゼ,5
576,Goccidioides immitis ----- 二形性真菌,1
576,Gryptococcus neoformans ----- 糸状菌,2
576,Fonsecaea pedrosoi ----- 皮膚糸状菌,3
576,Microsporum canis ----- 黒色真菌,4
576,Sporothrix schenckii ----- 酵母様真菌,5
577,Gampylobacter jejuni,1
577,Haemophilus influenzae,2
577,Helicobacter pylori,3
577,Staphylococcus aureus,4
577,Treponema pallidum,5
578,風疹ウイルス,1
578,麻疹ウイルス,2
578,アデノウイルス,3
578,ムンプスウイルス,4
578,インフルエンザウイルス,5
579,2.0,1
579,2.4,2
579,2.8,3
579,3.2,4
579,3.6,5
580,細菌感染症,1
580,輸血後GVHD,2
580,アレルギー反応,3
580,輸血関連急性肺障害,4
580,輸血関連循環過負荷,5
581,抗E,1
581,抗M,2
581,抗N,3
581,抗Leb,4
581,抗JMH,5
582,CD3陽性細胞,1
582,CD4陽性細胞,2
582,CD8陽性細胞,3
582,CD19陽性細胞,4
582,CD56陽性細胞,5
583,コンカナバリンA〈Con A〉,1
583,リポポリサッカリド〈LPS〉,2
583,フィトヘムアグルチニン〈PHA〉,3
583,ポークウィードマイトジェン〈PWM〉,4
583,スタフィロコッカス・アウレウスコーワン1〈SAC〉,5
584,補体,1
584,T細胞,2
584,マクロファージ,3
584,プロスタグランジン,4
584,インターフェロンγ〈IFN-γ〉,5
585,抗c,1
585,抗C,2
585,抗E,3
585,抗Fyb,4
585,抗Jkb,5
586,赤血球液の50℃の加温では溶血所見がみられない。,1
586,急性の溶血性輸血反応は輸血開始後7〜10日で発症する。,2
586,急性の非溶血性輸血反応は主に発熱やアレルギー症状である。,3
586,遅発性の溶血性輸血反応の原因は主にABO不適合輸血である。,4
586,急性の溶血性輸血反応の原因は主にRh血液型に対する抗体である。,5
587,蛍光抗体法 ----- ルテニウム,1
587,酵素免疫測定法 ----- アルカリホスフzターゼ,2
587,化学発光免疫測定法 ----- ルシフェラーゼ,3
587,生物発光免疫測定法 ----- フルオレセインイソチオシアネート〈FITC〉,4
587,電気化学発光免疫測定法 ----- 金コロイド,5
588,IgG型HA抗体陽性 ----- A型肝炎の発症,1
588,HBe抗体陽性 ----- B型肝炎の垂直感染性上昇,2
588,HBs抗体陽性 ----- B型肝炎の感染初期,3
588,IgM型HBc抗体陽性 ----- B型肝炎の発症,4
588,HCV抗体陽性 ----- C型肝炎の治癒,5
589,肝臓で産生される。,1
589,オプソニン作用がある。,2
589,急性相反応物質である。,3
589,肺炎球菌に対する抗体である。,4
